,A,B,C,D
2000-02-12,-0.617241037173431,0.9498374006632061,-1.29372094147613,-0.15571392385897817
2000-02-13,-2.2649271314887534,-0.9776644808657716,0.7997437912280974,-0.6513154705655378
2000-02-14,-1.1048185679664024,-0.9006720456671227,0.8506346438455644,1.0885570147671917
2000-02-15,1.4445317758419514,-0.4907066713679806,0.4030282958533972,-0.6549551026105171
2000-02-16,0.32366361420357814,-0.8608416401267429,-1.0239173862828597,0.18301088902277782
2000-02-17,0.25373219676037323,1.5469862532736331,0.14246540631502042,-1.2969650051104327
2000-02-18,-1.4347438195069864,0.6033993279687603,-0.4246315103895356,0.914139961063414
2000-02-19,0.7352533540407773,0.4764881227669214,0.8575127274656957,-0.9600541293095876
2000-02-20,-0.7196659601088269,-0.392271697800844,-0.18734907754153757,0.2866717968629628
2000-02-21,0.5027608872214417,0.7044508087201484,-0.512120886608081,0.7035687458816688
2000-02-22,0.9072534306050657,-0.28378866955300497,-0.7407403370334225,2.101408557440156
2000-02-23,-0.7107046266589483,-0.14145717082348214,-1.2167759671137983,-0.54418184529047
2000-02-24,-0.77556284434374,-0.6515831010881697,-0.9267421554192936,-1.4421321728369496
2000-02-25,0.9205071538056439,0.8376951582417365,0.3246000437208586,1.0682857982346183
2000-02-26,-0.9884355108258976,1.273571597602823,-0.2558339146279619,0.13831406664351684
2000-02-27,1.038796875267276,-0.46338847839615815,-0.07351100717157079,0.14013370265792308
2000-02-28,1.3927699194513015,0.973936469743205,0.5047427855556221,0.14976389101917947
2000-02-29,0.4328039476484043,0.7079524801362845,1.6875537830465777,-0.8945260830392128
2000-03-01,-0.6246868533510758,-1.2455674718173715,-0.12755455720787065,-1.5387555557193484
2000-03-02,-0.8292425700955812,0.014814208383020033,-0.5142350366219548,0.11950782383089312
2000-03-03,-1.1877812938040235,-0.4565026881740265,1.65862194561576,0.9130623602129098
2000-03-04,2.1089271085181327,0.6306779596487161,0.4630687076544206,1.7757643418331799
2000-03-05,0.7804565949219432,-1.5253669898361915,0.1850690553664552,-0.8033495668350542
2000-03-06,-0.2813126038741684,0.24299846585120657,-1.7867648791364774,1.0967919635940266
2000-03-07,-0.31001699115485043,1.0233072322712513,-1.6254771040661866,-0.28146202343296256
2000-03-08,-1.547740800002173,0.9079109261022505,0.7975125823393767,0.20360400688946984
2000-03-09,-0.4006638070100258,-1.5086314808209842,1.6339890632847371,-0.1846215999438036
2000-03-10,-0.7163027781449264,0.41767049847623705,0.20728233428359993,-1.4511086668230901
2000-03-11,0.48472195826942405,0.21398960697359987,-0.03185545450851574,0.711938136987034
2000-03-12,0.19857022907227173,1.857300118738008,-0.35081367817831405,0.8928475417394445
2000-03-13,-1.8187332805290481,-2.176731822778005,0.6247634727508812,0.8469815067234169
2000-03-14,-1.6842169510950804,0.8144234373379997,-1.4452660909092536,-0.17836077440706852
2000-03-15,-0.6843158542573364,1.7058185155904155,0.24496643949219582,-1.255996422139372
2000-03-16,1.310469259974597,1.2957193266572162,0.5861725515042208,-0.6860233465447907
2000-03-17,-0.5371831430234456,-1.7259795610242477,-0.24999545635067877,-1.2618225901139486
2000-03-18,1.0976416286870778,1.0700584232866694,-0.5096033354405457,-0.9341223726881379
2000-03-19,0.2709349474096086,-0.5508193184645174,0.001591130151591032,0.42982794947462366
2000-03-20,-0.8192707953164532,0.09384076425827428,-0.4226500687654541,-0.12591850315442565
2000-03-21,-0.19321811573664766,-0.734362562151584,1.6568157961469898,-1.0645532850125121
2000-03-22,0.5381848795694727,-2.0182276239694485,-1.1949201114956944,0.3505393679148245
2000-03-23,0.19689116410171797,-0.08450808213514455,-0.3534037805298049,0.630301147906235
2000-03-24,0.14197472229487657,2.1298317806637876,1.2612850309650805,-0.28630292870031027
2000-03-25,-1.182138381899101,0.7593089975437115,1.6173243029548503,0.13677903805575356
2000-03-26,1.113297765487807,0.8633899928803385,0.48357779656216143,0.6336923313722687
2000-03-27,-1.752559987666812,-3.1368653085649654,-1.136329180351776,-0.038042197026498206
2000-03-28,-0.4721063962360922,-0.0440229434858145,-2.4321005598850056,1.768158366260236
2000-03-29,0.07460068328627509,-0.09644794209780491,-0.8113614476573051,1.742018032810471
2000-03-30,0.2524516453113284,1.9893188457205089,-2.0607431222126578,-0.3049987670273547
2000-03-31,0.19710169944396205,-0.5117550131221498,-1.6172861919846,0.2508729470953866
2000-04-01,0.012652136318980883,-1.5751849810316998,1.3731594896032362,-1.1888403032744874
2000-04-02,0.17251166787531416,0.32931770954548556,-2.423468331597036,0.47785518196483573
2000-04-03,0.20474510164167573,1.5790179771165227,0.3868874004834863,-0.6918682302479542
2000-04-04,1.3086174576507918,0.36795542107454704,0.9634292007214299,1.0852528204417782
2000-04-05,0.6224945043147803,-2.0238486614831555,0.8507227709431958,1.1176277999485285
2000-04-06,-0.1946594718123001,0.8499995437356347,0.8375293676165143,0.3404959366184328
2000-04-07,1.0314126889545328,-1.871444820508176,1.0021961590019213,2.520178051099218
2000-04-08,1.1626466729169063,1.2236288457007396,0.7794150224349564,0.31335789001680525
2000-04-09,-0.6326101377988261,-0.38362151169538516,-0.15876147518628356,-2.133428900598599
2000-04-10,0.01143463966473508,-0.3209359516658701,0.3106355487493946,-1.0637328594086988
2000-04-11,0.24861293531272532,0.5834499484510536,-0.18405553785974194,0.23567185024130935
2000-04-12,0.6740236625113085,0.2147738365302302,-0.8562613566720262,-0.14575171340114815
2000-04-13,-0.035310674957171884,1.4745193290116576,-0.8032018798519154,-0.7791248919514232
2000-04-14,-0.8546592435113822,-0.3090761213341416,-0.5646234346066792,1.2308428429430605
2000-04-15,-1.9755181972850697,-0.34601253242254626,-0.6764393162020564,0.1165124810075568
2000-04-16,0.885925833910029,0.2800846675769269,0.7215796885559235,0.9079891372114971
2000-04-17,-0.8925887019051313,2.4250593505926332,-0.5662079184114908,-1.7054698442970342
2000-04-18,0.7930802835124758,-0.7511013506921606,-1.4559505708423421,0.7633280556277463
2000-04-19,1.026748086899982,0.47158223084553164,1.3807500290649881,1.6427192930333954
2000-04-20,0.05888341384668399,0.9785726669118755,-0.9963819507767391,0.7905241223010292
2000-04-21,-0.5810250588385729,0.7239071719030841,-0.17996665730489672,-0.36569839607427196
2000-04-22,-0.7939944834601638,0.9365491168230602,-0.8030851258106128,0.6965549885675381
2000-04-23,-0.9775941481155178,0.77496782595966,0.2885159050157391,-2.624299784608969
2000-04-24,0.2188053894517849,-0.5181089071154836,-0.44699993209978106,1.5397065931617586
2000-04-25,-1.2609623015895006,-1.0866265046173973,-0.4750053845452538,-0.21697272740372023
2000-04-26,1.343338045394734,-0.7483915443529973,2.017966833102468,-1.59059258517042
2000-04-27,-0.565484354450105,0.08437084052484277,0.28816995489673064,0.44035240711852325
2000-04-28,0.6869349097679629,-0.7951924120424972,-1.3949017133951724,0.22573972805283055
2000-04-29,0.9129318614516015,-0.655036383085915,-1.0506833407917568,0.4537806566691765
2000-04-30,1.3301435641504087,1.0224060485801787,-0.04370098227496042,-1.9096443198316566
2000-05-01,-1.112120197066396,-0.22261607669125996,0.6581039899508268,-0.17774086552470258
2000-05-02,-0.17832374659359182,0.9206962592002566,0.5717296530882983,0.4605173054482437
2000-05-03,0.5807921059704682,-0.2387806352124575,-0.6194964093536336,1.419789910738163
2000-05-04,-0.8451935821663951,0.024788909874429717,0.655372387673853,0.775568661942602
2000-05-05,-0.10856901856222487,-0.03394424820482086,0.38370712546100166,-0.02403726322119989
2000-05-06,-0.38045246784409537,1.4485254972904769,0.8225192781715049,0.10078552958843068
2000-05-07,2.2328272062307977,0.3225918424979932,0.09779317443578861,2.7922127365940805
2000-05-08,-0.012945210559515884,-1.3966584526161678,0.6307395680613834,-1.3177438733727438
2000-05-09,1.5297060975168,0.3084349018670125,-0.5299213375317421,0.10993437046938653
2000-05-10,-0.019740373300436827,-1.9055836261528727,-1.5422025899094205,-0.934812232129466
2000-05-11,0.5221352299305393,1.7138491116455823,0.5054653856536189,-0.20912602211769543
2000-05-12,0.5998692315725154,0.2162524022007971,-0.5020496672068971,-1.4580583784724683
2000-05-13,-0.40974426611373593,0.2676820856927922,0.13251436515537665,-0.06253849412143157
2000-05-14,-0.3428067333052506,1.6727403428894052,0.005136414911850637,-1.341849900369803
2000-05-15,-1.4440724622872863,-1.0437680599880008,-0.34444234852708083,-0.055189360070094076
2000-05-16,0.018203625630489925,0.9441248685721805,-1.8067064804699131,1.089523560313115
2000-05-17,-0.44752703919470527,0.5654266357130703,1.7543005295806573,-0.42768540093870633
2000-05-18,1.3392637154306914,-1.0110086993734775,-0.7487654600109217,-0.6153537903410031
2000-05-19,-0.001798152608673314,-0.21096753568033683,-0.13939221278862526,-0.35948190043045397
2000-05-20,0.7203229570328052,1.38541354815315,1.461327653775194,0.29544845150918314
2000-05-21,0.416485727487762,-0.03319514238672717,0.22323508399779018,-0.6013607386928304
2000-05-22,0.9431181138933594,-0.3103883521395093,1.1907235700420211,0.36287702480909334
2000-05-23,-0.856152946139093,-0.8701982130153596,0.26218983818559866,0.30557649211128723
2000-05-24,-1.8257559906150562,-1.1733069533067801,1.4608054589446362,-0.11874935439366263
2000-05-25,0.1849082361015669,-0.3248119749083481,-1.0360592549796215,0.8873098741434045
2000-05-26,0.21720990320489364,-1.0873862704485064,0.5928857717263765,0.009912345503075947
2000-05-27,0.879290498638768,-0.7447632123916192,0.6875871007206709,-0.552587935332405
2000-05-28,-1.2746220869900673,-0.22362016388744824,0.9682463266265202,0.48674300044276975
2000-05-29,2.9853660512037212,0.2790188490979811,-0.48087911672601286,-0.539643374110393
2000-05-30,0.30413479087029927,1.4288727245156378,1.0230875282001062,0.020256376917411327
2000-05-31,-1.14508672946447,0.2890408310774867,0.23339953298780855,1.7320714709322484
2000-06-01,0.530936881411311,3.3606819414881874,1.1971188823322005,1.2638782234526296
2000-06-02,1.8887722947401613,0.5996995015079286,-0.15079665639582937,1.1826823241427393
2000-06-03,-0.9993229581636071,1.330963940794314,0.11287003350198181,-1.5210585583627017
2000-06-04,2.249507641389972,-1.1022117579455852,-0.434817046771801,-0.10172248710074092
2000-06-05,1.6016799426832047,0.8555058520796113,-0.5946609051291739,1.5207761507110633
2000-06-06,0.21368303378926032,0.3337807375646233,0.3300301435389293,0.8231258188477322
2000-06-07,0.7852618222909598,0.3677031040046191,-1.48527031251307,0.33454115924642536
2000-06-08,-0.48388019708929203,1.209773189595527,0.6518176729633334,0.6442548925913888
2000-06-09,-0.04787871484489724,1.3081010245337803,0.23713538589699665,-0.17036094019916315
2000-06-10,0.7919435157456068,-0.3739931156255464,1.4139027298041889,0.7553397763337663
2000-06-11,-0.6786842093422327,1.2969195751245224,-0.24184867725874273,0.46826433601185957
2000-06-12,0.21836829707301572,-0.7544290723010983,1.0055259584371308,-0.1271645264797026
2000-06-13,-1.1713047854214507,0.3989188452951491,-0.2119257984881113,0.4165632898446415
2000-06-14,-1.4414997939168,-1.5320739720949625,-0.32163954570527825,-0.8745112959833157
2000-06-15,-0.11717867490110719,-0.6084436257120928,0.39935195017961495,-0.03498802846312052
2000-06-16,-1.1150632107424399,-0.9042290455117321,0.7265175016523754,-1.6119290312164294
2000-06-17,-0.3436985575945002,-0.9711147502596007,-0.4590529154613732,-0.21621553851846717
2000-06-18,0.6777946979174945,0.576462141840505,0.2699111162273884,0.3482246867422822
2000-06-19,-0.9024129203331421,-2.2355793667673947,-0.6256514501852091,0.1633306068134516
2000-06-20,1.0932729261879044,0.6410519963185082,-1.1190696164589027,0.3228644451717149
2000-06-21,1.6775996725195166,2.0177370653823568,-0.2654530659650823,0.39950678058564076
2000-06-22,-0.04899291317647658,-0.24423693845681588,0.48221775775879977,0.8200697785949204
2000-06-23,2.6258950684819173,-0.1403863598879055,0.6545627749865988,0.06600943611601688
2000-06-24,1.5949073383098755,-0.15645787728662117,0.1767302562013457,0.2856625914837473
2000-06-25,0.7976770297739236,0.04873096136367375,0.07863718635727827,-0.5659636910166327
2000-06-26,-0.21137389182280578,0.4552978047398239,1.735133221995203,1.3098298505672918
2000-06-27,-0.7089801582712136,1.2446477243368514,0.9287979844343727,-2.37898078866414
2000-06-28,0.9692726061389877,1.7117437990142517,0.8778821067110005,-1.1502594307019396
2000-06-29,0.33937114824956705,-1.0451643271492594,-0.8622882153799096,-1.248587188560761
2000-06-30,2.222890902739205,-0.32346669624668895,1.2796875602645865,-2.1150696409528926
2000-07-01,0.8219478071948684,0.07621678821141276,-0.156773026730784,-0.3503648195314263
2000-07-02,0.1441388875198808,-0.019651528645006657,0.15378113810889021,0.8711673774967641
2000-07-03,0.5816109331047273,-0.373174210299434,1.1911166249291667,0.3386992613180152
2000-07-04,-1.2798168888729893,0.26223989525911834,0.0502425140826285,0.761689941839573
2000-07-05,0.5717613663139219,0.3147607812619733,0.3103866566783517,-1.584144758549204
2000-07-06,0.307634567084853,0.8912578620647474,-0.872724877445988,-0.1805279217584083
2000-07-07,-0.6266549377648983,-1.7307229374746422,0.6791274567834162,0.8931135682292599
2000-07-08,-1.6022945825631254,0.8294922469572571,-1.5178148186774398,-0.44855290245100443
2000-07-09,1.7417621498232816,-0.39935199976863556,-1.7240095344877602,-0.09223087476640189
2000-07-10,-2.1247589826453863,-2.3906710489966683,1.1778653720290602,-1.2880374272688806
2000-07-11,0.7215827074524173,1.811037894260814,0.8786445422970408,1.3600929079165989
2000-07-12,-2.212645457380008,-0.2841925868757684,0.5540070363574088,-0.7205365379031163
2000-07-13,-0.6530612485655005,0.945800061403142,1.0130445805651362,0.13624099092231748
2000-07-14,-0.004967696890869582,0.1900494108342695,0.44892055328327146,-0.06355917538145954
2000-07-15,2.0238609762352646,-1.0774555820611038,0.4266144082995854,0.8441388241397708
2000-07-16,0.5300686971785878,-0.8447901219805543,-2.223124924751396,-0.6210957110018939
2000-07-17,2.9613687221754454,0.9272546827398481,-0.31826254626268496,-2.2963067956660757
2000-07-18,-1.61578678146045,2.08183084459601,0.9929614989980117,0.23914298741121112
2000-07-19,-1.7284740241108967,0.30028947424535196,1.229364827827911,-2.2385944792594215
2000-07-20,-0.7763016440835875,-0.20151109318109073,-1.52975635442409,-2.516826733247869
2000-07-21,-0.15212023945661635,0.2075595091143989,-0.24247946564457432,-0.0799282194350522
2000-07-22,-0.7236778454472177,-0.15415101441755422,-1.4096103226682803,0.3641825230090458
2000-07-23,-1.2222135599449724,-1.8889839012874148,-0.4716503988965887,1.6490123773302292
2000-07-24,-0.9102158179493948,-1.3269472189011755,-1.4590910090495666,-1.988866357242366
2000-07-25,0.6314337379543832,-0.47625539747734746,-0.31037392287137844,0.8025351073972398
2000-07-26,-0.6294294393251131,0.31368724406781917,-0.17300601552214978,-0.19841206981525134
2000-07-27,1.3730887257138498,1.724810145009108,0.06745334039227957,-2.975419033459669
2000-07-28,-0.1381338498961598,0.8993707681874094,-1.6559625423456912,1.6196194522337934
2000-07-29,0.36298418990972336,0.8014949051980705,-1.0957453431274988,1.3087577189865152
2000-07-30,2.051151940247683,1.3715451021476655,-0.24588015930946056,1.2737460945704513
2000-07-31,0.38983509220332696,0.8512751702502951,-0.5127188108849295,0.3790691515710063
2000-08-01,1.782453285514048,0.03996596017438525,0.1820461386479339,0.6838919308993746
2000-08-02,0.15122126620245252,0.0030462609375601682,0.20349172419558695,-0.3908254989761747
2000-08-03,0.5819348067413008,-0.3878203016468288,0.507303076374569,0.9435433402900114
2000-08-04,1.7569556051430097,0.7713448219990797,0.29183989541373284,-1.2412518510733022
2000-08-05,-0.146091529639236,-0.12542751260469218,0.5707174034072714,-2.7820508894062725
2000-08-06,0.1764421693454532,2.140865115513182,-0.7666202949147318,1.1282821798199438
2000-08-07,0.5478576714189709,-0.23818900864404183,0.0458442766429186,-0.7079556857594862
2000-08-08,-0.32925231257502074,-0.5922309577154662,1.2898783823747748,-0.24840093397948995
2000-08-09,0.6311288398992959,-1.988289224246434,-1.880442564001603,-0.6370018062287852
2000-08-10,0.06919792238848631,-0.3149671278462737,-0.6740026834443663,-0.3319711114665882
2000-08-11,0.5056146219431532,0.5113277840745254,0.36667140788989844,0.3987001199181983
2000-08-12,0.39335800707633456,-0.4014875016809834,-0.5156536034768193,-0.13960827072618917
2000-08-13,-1.3893612145853491,-1.0625806171149166,-1.354593396659238,0.19442624571585046
2000-08-14,0.06827226235680599,0.14317048881702016,1.7042694981374134,0.19911812450285873
2000-08-15,-0.2496534848749307,1.305732964873133,-0.4937991835427776,-0.32015303160459085
2000-08-16,0.09973397399309744,0.6139504141304342,-1.1055519542610992,-0.7749333048561117
2000-08-17,-1.1906868491675278,0.9367680371516685,1.2963403138876333,1.9537096434955468
2000-08-18,-0.35618683615298574,-1.383812588932016,0.9753966456294616,-0.7258961502319228
2000-08-19,0.1144731532220485,2.3948323818430404,0.5042335694999157,-0.25748582609623255
2000-08-20,-0.024555287876122843,-1.3319688001547154,-0.9022581594965039,-1.6859201597362654
2000-08-21,-0.7470357068347725,-0.5616726777535753,0.7620928752235385,1.1464490334989275
2000-08-22,-0.33483315051343376,-0.45752057390496637,0.014494254717888063,-0.9360792693193435
2000-08-23,-2.471005845511524,0.3364541690399128,-1.2097232417819723,0.36814920796388256
2000-08-24,-2.154391104521686,-0.9172200750996362,0.36043851431378415,0.7613062823588621
2000-08-25,0.179718038662046,-0.5402795781177598,0.3911403755557144,0.22986398752082754
2000-08-26,0.723348644595628,1.1351114064716494,-0.32864664493500106,-0.935530663630455
2000-08-27,1.788222779190316,-0.14407388825351056,-0.2078157319877792,-1.9413507690537444
2000-08-28,-0.49154124539678146,0.8257455307805918,-1.6956266612344184,-0.47467625515208045
2000-08-29,-1.8014905194305206,-2.159727860793398,1.0181158446305565,-1.6106982579322207
2000-08-30,-0.39015151600977477,1.4703990524794623,-1.1663417137587893,-2.675989605353602
2000-08-31,1.2259619433275917,0.4151432178096293,0.3938035305537536,1.7179563022255027
2000-09-01,1.207321057864636,0.6893763246328674,0.4794620415886456,0.18620838196484432
2000-09-02,-0.026977138985098882,-3.019607036345227,-0.0054572895029312745,-0.8896719179423284
2000-09-03,-0.0048610187308180605,0.11511798866641636,0.541283764083967,0.07250153638518057
2000-09-04,0.34031189922013433,0.30329246237514473,1.0089099173147362,-0.9342297813024335
2000-09-05,-1.284811176341019,-0.10887790052285715,-0.9306705276836346,-1.4583038865018523
2000-09-06,1.4172773480191103,0.46528681714454706,0.652126052681041,-0.47499662516129343
2000-09-07,1.1633699212507622,-0.7541729341864188,-1.490065380614427,0.14663745946223922
2000-09-08,-0.017479069291580513,-1.5352920167169468,-1.1072655081173213,0.2594098085025951
2000-09-09,0.16432300232479047,-0.7042840373689504,-0.49342219629343237,-1.7998475405613557
2000-09-10,0.2846040905713474,0.04877199422286227,2.559357627945917,0.070364916342499
2000-09-11,0.6885513855196155,-0.23739394778419273,-1.9354696444912185,-2.0528147929545004
2000-09-12,1.034062101069534,-0.8304767326955108,0.7307234285257583,0.0622810866503619
2000-09-13,0.12402976687344884,0.7488704792495638,-0.576553197755344,-0.5720270425071181
2000-09-14,-1.4482406636369078,0.6699985937366845,-0.5049773292427117,-0.053665929536294885
2000-09-15,-2.361379550602767,-1.8181854244046332,-1.1669864837493165,0.03816212408577517
2000-09-16,-0.6757414843355561,3.3750897671058424,-0.08956560635593826,-1.3882867159913688
2000-09-17,-0.3825920004317089,1.572757797462845,-0.37410907134088545,-0.5812367450382231
2000-09-18,-0.13901244270706065,-0.6731294067010559,-0.21378305488007268,0.7866931360041364
2000-09-19,0.7954134935096936,0.6578029734042997,1.3614770356358885,-0.44329829225549117
2000-09-20,-0.47502892661523227,-0.06183777243926676,-0.19995994774488834,-1.7834419171733067
2000-09-21,0.05908338581913143,0.2495756763682861,0.7654400248345913,1.6531167727007374
2000-09-22,0.6248056167800077,-0.6384284681663626,2.0944328982864104,0.3171497472019877
2000-09-23,1.4319984609105831,-0.03646446050522373,-0.44629808183589453,-1.1340553260990425
2000-09-24,0.6767221920662426,-1.4049812650307776,1.3350402234119414,0.6966019769011201
2000-09-25,0.46873956321262655,-1.2786452450896408,0.17343520745034244,0.7068263737649594
2000-09-26,0.10316363752505307,-2.415270865307958,1.1451878291558275,1.0140970352708953
2000-09-27,-0.6790603740060722,1.4535948067182602,-1.7274240845776987,-0.11047566792823911
2000-09-28,0.8138820155407956,0.5126556410736202,0.6676434702413465,-1.9201984242416779
2000-09-29,-0.6230536543989731,-0.004864477803987032,0.561041750308616,2.8208243803377813
2000-09-30,0.4186330447122402,1.857789427536998,-0.9464033927355144,0.49780083763988797
2000-10-01,-0.190656882099036,-0.8205616458755237,-0.20815005403922748,-0.9881879849960907
2000-10-02,-0.9202881893191717,-0.6051885700513782,-1.3038444506849995,-0.3893011065816387
2000-10-03,-1.088809552805781,0.05146759624714755,0.08921617307875933,-0.09375165373913806
2000-10-04,-0.16529411920675183,0.1840794983018052,0.8888052943436834,1.3714262661969285
2000-10-05,0.1459857685208658,-0.9305116015128005,-1.02588075919019,-1.3014811301239284
2000-10-06,0.9491615385850791,0.33990565992704586,0.16498295444093158,1.8891624098541324
2000-10-07,-1.3728025450331216,0.7836060982028711,-1.1455234960163951,0.6811504131509559
2000-10-08,-1.1128103199892543,0.019183702883360375,1.596253970076671,0.48986599509333395
2000-10-09,-0.35241782171471303,0.9345399158693856,0.10367209257560567,0.1843505918766671
2000-10-10,0.530134204575112,0.5713325277470354,1.1343267515685784,0.5007145734261578
2000-10-11,-0.11756993546675225,-0.44710523753183296,1.7003959955186716,-0.026344401715883356
2000-10-12,0.06403487160180706,-1.6661765744524124,-1.3170338828206791,0.7472497476283683
2000-10-13,0.062038027188873024,-0.2006958737350562,-0.5261682234643897,0.9908694281438732
2000-10-14,-1.4223139135464247,-0.37135497964710923,0.861588619798576,-0.1503756517108315
2000-10-15,-0.6948218524093644,1.613336739674787,0.8515924644238322,0.23843919110378908
2000-10-16,0.04999805356400942,-0.5748220680860591,-0.5962013075201635,1.8395519467824075
2000-10-17,-0.6782029167199363,-0.9724006417880121,1.0053741782055565,-1.5265804583857896
2000-10-18,-1.3289630111472408,0.8187813157496912,-1.4528250532775708,-0.7773826136382654
2000-10-19,0.6116549262518042,0.09474120182471217,0.8099541148751559,-0.10860970188042807
2000-10-20,1.6936451751914343,1.538926449211611,-0.6740883567833382,-2.7855314020281754
2000-10-21,-1.498886738876804,-0.08742834608161933,0.3880332705340385,0.40235015016565684
2000-10-22,0.08092575080043164,-0.0790341677408792,1.2574541424148795,-0.6097111909891393
2000-10-23,1.9334514084325785,-0.6014429168113934,-1.518258735692333,0.0005622901866063528
2000-10-24,-0.05887388890976824,-0.5734036663024705,-0.7752488177289188,0.4986130148824876
2000-10-25,1.081903310877779,1.2271610179386996,-1.7096959258505744,-0.7238256672150145
2000-10-26,-1.0264498467548648,0.056535606320681046,-0.2522715833227822,-0.40328910858111455
2000-10-27,0.6401137134311595,0.029850730930204124,-0.3395175868442703,-0.3878664995701543
2000-10-28,-0.971333054171256,-0.02630045257157478,-1.6197422034977371,3.0931649330734126
2000-10-29,-0.2851856245444406,0.9822420400554593,-0.7247133759748827,0.01578854954879596
2000-10-30,-0.6104038528075852,-0.5512272639036196,1.3642560155373795,-1.083371809767732
2000-10-31,-0.14066031591253314,0.3185636271076562,-0.13211103156855236,-0.8548104082996119
2000-11-01,0.9274835459074771,-0.6005758749571897,0.6095341869112357,-1.70050352998807
2000-11-02,-0.14535082956058637,-1.6753144153009927,1.3646110677237686,0.5391701912254396
2000-11-03,0.6218687668958619,-1.0463210559036344,-1.7663666151449877,0.2388199981055853
2000-11-04,-0.07641092768627654,0.03470095778739222,1.0130518307943182,0.5716883167951344
2000-11-05,2.1350429190376965,0.3872498264604541,2.129241420052894,-1.2882982886346588
2000-11-06,0.27298841378776356,-1.0056515341517156,0.06722455099981495,-0.9420173350858467
2000-11-07,1.717170171776244,1.892876369313633,-0.035052411376238185,0.10163716470935022
2000-11-08,1.812830601557579,0.02533634746652031,-1.5863623667001094,-0.7402993624605051
2000-11-09,-1.0178844081228833,-0.892429009059779,-0.6272144472026314,0.6737089754153658
